"","Cell_line","Histology","TCGA_classification","CCLE_Name","Broad_ID"
"1519","HC1","haematopoietic_and_lymphoid_tissue",NA,"HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002242"
"1520","HCE4","oesophagus","ESCA","HCE4_OESOPHAGUS","ACH-002243"
"1521","HO1N1","upper_aerodigestive_tract","HNSC","HO1N1_UPPER_AERODIGESTIVE_TRACT","ACH-002244"
"1522","HS445","haematopoietic_and_lymphoid_tissue",NA,"HS445_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002245"
"1523","HS633T","soft_tissue","SARC","HS633T_SOFT_TISSUE","ACH-002246"
"1524","IM9","haematopoietic_and_lymphoid_tissue","MM","IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002247"
"1525","IMR5","autonomic_ganglia","NB","IMR5_AUTONOMIC_GANGLIA","ACH-002248"
"1526","JHU011","upper_aerodigestive_tract","HNSC","JHU011_UPPER_AERODIGESTIVE_TRACT","ACH-002249"
"1527","JHU022","upper_aerodigestive_tract","HNSC","JHU022_UPPER_AERODIGESTIVE_TRACT","ACH-002250"
"1528","JHU029","upper_aerodigestive_tract","HNSC","JHU029_UPPER_AERODIGESTIVE_TRACT","ACH-002251"
"1529","JIYOYEP2003","haematopoietic_and_lymphoid_tissue","DLBC","JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002252"
"1530","JSC1","haematopoietic_and_lymphoid_tissue","DLBC","JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002253"
"1531","KARPAS1106P","haematopoietic_and_lymphoid_tissue","DLBC","KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002254"
"1532","KARPAS231","haematopoietic_and_lymphoid_tissue","DLBC","KARPAS231_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002255"
"1533","KARPAS45","haematopoietic_and_lymphoid_tissue","ALL","KARPAS45_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002256"
"1534","KINGS1","central_nervous_system","GBMLGG","KINGS1_CENTRAL_NERVOUS_SYSTEM","ACH-002257"
"1535","KMOE2","haematopoietic_and_lymphoid_tissue","LAML","KMOE2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002258"
"1536","KNS81FD","central_nervous_system","GBMLGG","KNS81FD_CENTRAL_NERVOUS_SYSTEM","ACH-002259"
"1537","KOSC2","upper_aerodigestive_tract","HNSC","KOSC2_UPPER_AERODIGESTIVE_TRACT","ACH-002260"
"1538","KPNYS","autonomic_ganglia","NB","KPNYS_AUTONOMIC_GANGLIA","ACH-002261"
"1539","KY821","haematopoietic_and_lymphoid_tissue","LAML","KY821_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002262"
"1540","KYSE220","oesophagus","ESCA","KYSE220_OESOPHAGUS","ACH-002263"
"1541","KYSE50","oesophagus","ESCA","KYSE50_OESOPHAGUS","ACH-002264"
"1542","LB771HNC","upper_aerodigestive_tract","HNSC","LB771HNC_UPPER_AERODIGESTIVE_TRACT","ACH-002265"
"1543","LB831BLC","urinary_tract","BLCA","LB831BLC_URINARY_TRACT","ACH-002266"
"1544","LC41","haematopoietic_and_lymphoid_tissue","ALL","LC41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002267"
"1545","LN405","central_nervous_system","GBMLGG","LN405_CENTRAL_NERVOUS_SYSTEM","ACH-002268"
"1546","LNZTA3WT4","central_nervous_system","GBMLGG","LNZTA3WT4_CENTRAL_NERVOUS_SYSTEM","ACH-002269"
"1547","MCCAR","haematopoietic_and_lymphoid_tissue","MM","MCCAR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002270"
"1548","MFHINO","soft_tissue","SARC","MFHINO_SOFT_TISSUE","ACH-002271"
"1549","MHHPREB1","haematopoietic_and_lymphoid_tissue","DLBC","MHHPREB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002272"
"1550","ML2","haematopoietic_and_lymphoid_tissue","LAML","ML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002273"
"1551","MLMA","haematopoietic_and_lymphoid_tissue",NA,"MLMA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002274"
"1552","MN60","haematopoietic_and_lymphoid_tissue","ALL","MN60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002275"
"1553","MYM12","haematopoietic_and_lymphoid_tissue","ALL","MYM12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002276"
"1554","NBTU110","autonomic_ganglia","NB","NBTU110_AUTONOMIC_GANGLIA","ACH-002277"
"1555","NB10","autonomic_ganglia","NB","NB10_AUTONOMIC_GANGLIA","ACH-002278"
"1556","NB12","autonomic_ganglia","NB","NB12_AUTONOMIC_GANGLIA","ACH-002279"
"1557","NB13","autonomic_ganglia","NB","NB13_AUTONOMIC_GANGLIA","ACH-002280"
"1558","NB14","autonomic_ganglia","NB","NB14_AUTONOMIC_GANGLIA","ACH-002281"
"1559","NB17","autonomic_ganglia","NB","NB17_AUTONOMIC_GANGLIA","ACH-002282"
"1560","NB5","autonomic_ganglia","NB","NB5_AUTONOMIC_GANGLIA","ACH-002283"
"1561","NB6","autonomic_ganglia","NB","NB6_AUTONOMIC_GANGLIA","ACH-002284"
"1562","NB7","autonomic_ganglia","NB","NB7_AUTONOMIC_GANGLIA","ACH-002285"
"1563","NCIH128","lung","SCLC","NCIH128_LUNG","ACH-002286"
"1564","NCIH630","large_intestine","COADREAD","NCIH630_LARGE_INTESTINE","ACH-002287"
"1565","NEC8","testis","TGCT","NEC8_TESTIS","ACH-002288"
"1566","NK92MI","haematopoietic_and_lymphoid_tissue","ALL","NK92MI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002289"
"1567","NKM1","haematopoietic_and_lymphoid_tissue","LAML","NKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002290"
"1568","NTERA2CLD1","testis","TGCT","NTERA2CLD1_TESTIS","ACH-002291"
"1569","OACP4C","oesophagus","ESCA","OACP4C_OESOPHAGUS","ACH-002292"
"1570","P32ISH","haematopoietic_and_lymphoid_tissue","DLBC","P32ISH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002293"
"1571","PCI15A","upper_aerodigestive_tract","HNSC","PCI15A_UPPER_AERODIGESTIVE_TRACT","ACH-002294"
"1572","PCI30","upper_aerodigestive_tract","HNSC","PCI30_UPPER_AERODIGESTIVE_TRACT","ACH-002295"
"1573","PCI38","upper_aerodigestive_tract","HNSC","PCI38_UPPER_AERODIGESTIVE_TRACT","ACH-002296"
"1574","PCI4B","upper_aerodigestive_tract","HNSC","PCI4B_UPPER_AERODIGESTIVE_TRACT","ACH-002297"
"1575","PCI6A","upper_aerodigestive_tract","HNSC","PCI6A_UPPER_AERODIGESTIVE_TRACT","ACH-002298"
"1576","QIMRWIL","haematopoietic_and_lymphoid_tissue","LAML","QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002299"
"1577","RAMOS2G64C10","haematopoietic_and_lymphoid_tissue","DLBC","RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002300"
"1578","RF48","haematopoietic_and_lymphoid_tissue","DLBC","RF48_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002301"
"1579","RPMI8866","haematopoietic_and_lymphoid_tissue","LCML","RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002302"
"1580","SKMG1","central_nervous_system","GBMLGG","SKMG1_CENTRAL_NERVOUS_SYSTEM","ACH-002304"
"1581","SKN3","upper_aerodigestive_tract","HNSC","SKN3_UPPER_AERODIGESTIVE_TRACT","ACH-002305"
"1582","STS0421","soft_tissue","STAD","STS0421_SOFT_TISSUE","ACH-002306"
"1583","SUDHL16","haematopoietic_and_lymphoid_tissue","DLBC","SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002307"
"1584","SUPB8","haematopoietic_and_lymphoid_tissue","ALL","SUPB8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002308"
"1585","SW684","soft_tissue","SARC","SW684_SOFT_TISSUE","ACH-002309"
"1586","SW872","soft_tissue","SARC","SW872_SOFT_TISSUE","ACH-002310"
"1587","TE12","oesophagus","ESCA","TE12_OESOPHAGUS","ACH-002311"
"1588","TGBC24TKB","biliary_tract",NA,"TGBC24TKB_BILIARY_TRACT","ACH-002312"
"1589","TK","haematopoietic_and_lymphoid_tissue","DLBC","TK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002313"
"1590","TUR","haematopoietic_and_lymphoid_tissue","DLBC","TUR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002314"
"1591","SCC90","upper_aerodigestive_tract","HNSC","SCC90_UPPER_AERODIGESTIVE_TRACT","ACH-002315"
"1592","WIL2NS","haematopoietic_and_lymphoid_tissue",NA,"WIL2NS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002316"
"1593","YT","haematopoietic_and_lymphoid_tissue","ALL","YT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002317"
"1594","184A1","breast","BRCA","184A1_BREAST","ACH-002319"
"1595","600MPE","breast","BRCA","600MPE_BREAST","ACH-002320"
"1596","HBL100","breast",NA,"HBL100_BREAST","ACH-002321"
"1597","HCC2185","breast","BRCA","HCC2185_BREAST","ACH-002322"
"1598","HCC2688","breast","BRCA","HCC2688_BREAST","ACH-002323"
"1599","HCC3153","breast","BRCA","HCC3153_BREAST","ACH-002324"
"1600","LY2","breast","BRCA","LY2_BREAST","ACH-002325"
"1601","MACLS2","breast","BRCA","MACLS2_BREAST","ACH-002326"
"1602","MCF12A","breast","BRCA","MCF12A_BREAST","ACH-002327"
"1603","MX1","breast","BRCA","MX1_BREAST","ACH-002328"
"1604","SKBR5","breast","BRCA","SKBR5_BREAST","ACH-002329"
"1605","SKBR7","breast","BRCA","SKBR7_BREAST","ACH-002330"
"1606","ZR75B","breast","BRCA","ZR75B_BREAST","ACH-002331"
"1607","HCC827GR","lung",NA,"HCC827GR_LUNG","ACH-002333"
"1608","SS1A","soft_tissue","SARC","SS1A_SOFT_TISSUE","ACH-002334"
"1609","UCH1","bone","SARC","UCH1_BONE","ACH-002335"
"1610","HCET","upper_aerodigestive_tract",NA,"HCET_UPPER_AERODIGESTIVE_TRACT","ACH-002336"
"1611","JHU028","lung","LUAD","JHU028_LUNG","ACH-002337"
"1612","M980513","skin","SKCM","M980513_SKIN","ACH-002338"
"1613","MOT","haematopoietic_and_lymphoid_tissue",NA,"MOT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002339"
"1614","NBSUSSR","autonomic_ganglia","NB","NBSUSSR_AUTONOMIC_GANGLIA","ACH-002340"
"1615","CAR1","large_intestine","COADREAD","CAR1_LARGE_INTESTINE","ACH-002345"
"1616","M00921","skin","SKCM","M00921_SKIN","ACH-002386"
"1617","M1203273","skin","SKCM","M1203273_SKIN","ACH-002387"
"1618","MET2B","skin","SKCM","MET2B_SKIN","ACH-002388"
"1619","ACN","autonomic_ganglia","NB","ACN_AUTONOMIC_GANGLIA","ACH-002389"
"1620","MC1010","haematopoietic_and_lymphoid_tissue","LAML","MC1010_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002390"
"1621","UDSCC2","upper_aerodigestive_tract","HNSC","UDSCC2_UPPER_AERODIGESTIVE_TRACT","ACH-002391"
"1622","SC1","haematopoietic_and_lymphoid_tissue","DLBC","SC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002392"
"1623","CROAP3","haematopoietic_and_lymphoid_tissue","DLBC","CROAP3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-002393"
"1624","GEO","large_intestine","COADREAD","GEO_LARGE_INTESTINE","ACH-002394"
"1625","HUH6CLONE5","liver","LIHC","HUH6CLONE5_LIVER","ACH-002395"
"1626","SARC9371","bone","SARC","SARC9371_BONE","ACH-002396"
"1627","2004","kidney",NA,NA,NA
"1628","ASKA","soft_tissue",NA,NA,NA
"1629","BOKU","cervix",NA,NA,"ACH-001451"
"1630","BT112",NA,NA,NA,NA
"1631","BT131",NA,NA,NA,NA
"1632","BT139",NA,NA,NA,NA
"1633","BT145",NA,NA,NA,NA
"1634","BT147",NA,NA,NA,NA
"1635","BT159",NA,NA,NA,NA
"1636","BT164",NA,NA,NA,NA
"1637","BT172",NA,NA,NA,NA
"1638","BT179",NA,NA,NA,NA
"1639","BT187",NA,NA,NA,NA
"1640","BT216",NA,NA,NA,NA
"1641","BT224",NA,NA,NA,NA
"1642","BT228",NA,NA,NA,NA
"1643","BT231",NA,NA,NA,NA
"1644","BT232",NA,NA,NA,NA
"1645","BT239",NA,NA,NA,NA
"1646","BT245",NA,NA,NA,NA
"1647","BT248",NA,NA,NA,NA
"1648","BT271",NA,NA,NA,NA
"1649","BT286",NA,NA,NA,NA
"1650","BT320",NA,NA,NA,NA
"1651","BT328",NA,NA,NA,NA
"1652","BT330",NA,NA,NA,NA
"1653","BT333",NA,NA,NA,NA
"1654","BT340",NA,NA,NA,NA
"1655","BT359",NA,NA,NA,NA
"1656","BT416",NA,NA,NA,NA
"1657","BT422",NA,NA,NA,NA
"1658","BT428",NA,NA,NA,NA
"1659","BT440",NA,NA,NA,NA
"1660","BT444",NA,NA,NA,NA
"1661","BT482",NA,NA,NA,NA
"1662","BT498",NA,NA,NA,NA
"1663","BT504",NA,NA,NA,NA
"1664","COLO677","haematopoietic_and_lymphoid_tissue",NA,NA,NA
"1665","ECC4","large_intestine",NA,NA,NA
"1666","H292","lung",NA,"NCIH292_LUNG","ACH-001075"
"1667","HS578BST","breast",NA,NA,NA
"1668","HS888LU","lung",NA,NA,NA
"1669","HSTS",NA,NA,NA,NA
"1670","JRT3T35","haematopoietic_and_lymphoid_tissue",NA,NA,NA
"1671","KRIJ",NA,NA,NA,NA
"1672","NCIH1522","lung",NA,NA,NA
"1673","NCIH2107","lung",NA,NA,NA
"1674","NCIH719","lung",NA,NA,NA
"1675","NCISNU1","stomach",NA,NA,NA
"1676","NCISNU16","stomach",NA,NA,NA
"1677","NCISNU5","stomach",NA,NA,NA
"1678","NTERASCLD1","testis",NA,NA,NA
"1679","OC315","ovary",NA,NA,NA
"1680","PSTS",NA,NA,NA,NA
"1681","TM8716",NA,NA,NA,NA
"1682","TTTHYROID","thyroid",NA,"TT_THYROID","ACH-001321"
"1683","U251","central_nervous_system",NA,NA,NA
