cell_line_name	accession_id	synonym_names	ccle_cell_line_name	gdsc_id	nci_taxonomy_id	lineage_name	doid	doid_heiarchy	broad_id
GP2d	CVCL_2450	['Gp2d', 'Gp2D', 'GP2D']	GP2D_LARGE_INTESTINE		C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000982
GP5d	CVCL_1235	['Gp5d', 'Gp5D', 'GP5D']	GP5D_LARGE_INTESTINE	907291	C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001345
HCC-56	CVCL_2917	['HCC56']	HCC56_LARGE_INTESTINE	1290907	C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000467
HCC2998	CVCL_1266	['HCC-2998', 'HCC.2998', 'HCC2998']	HCC2998_LARGE_INTESTINE	905971	C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001081
HCT 15	CVCL_0292	['HCT-15', 'HCT15']	HCT15_LARGE_INTESTINE	905937	C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000997
HCT 8	CVCL_2478	['HCT-8', 'HCT8']			C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	
HRT-18	CVCL_2514	['HRT18']	HRT18_LARGE_INTESTINE		C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001091
LIM1215	CVCL_2574	['Lim1215', 'LIM1215', 'LIM-1215']	LIM1215_LARGE_INTESTINE	2162949	C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001546
LoVo	CVCL_0399	['LOVO']	LOVO_LARGE_INTESTINE	907790	C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000950
LS123	CVCL_1383	['Ls123', 'LS123', 'LS-123']	LS123_LARGE_INTESTINE	907792	C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000501
LS180	CVCL_0397	['LS-180', 'LS180']	LS180_LARGE_INTESTINE	998189	C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000957
NCI-H684	CVCL_9980	['H684', 'H-684']	NCIH684_LIVER		C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000089
SK-CO-1	CVCL_0626	['SKCO-1', 'SKCO1', 'SKCO1', 'SKCol1', 'SK-Col-1', 'SKCol1']	SKCO1_LARGE_INTESTINE	909718	C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000400
SNU-1040	CVCL_5003	['SNU1040', 'NCI-SNU-1040']	SNU1040_LARGE_INTESTINE	1659823	C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000999
SNU-1197	CVCL_5016	['SNU1197']	SNU1197_LARGE_INTESTINE		C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000412
SNU-175	CVCL_5031	['SNU175', 'NCI-SNU-175']	SNU175_LARGE_INTESTINE	1659928	C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000989
SNU-407	CVCL_5058	['SNU407', 'NCI-SNU-407']	SNU407_LARGE_INTESTINE	1660034	C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000955
SNU-81	CVCL_5098	['SNU81', 'NCI-SNU-81']	SNU81_LARGE_INTESTINE	1660036	C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000991
SNU-C1	CVCL_1708	['SNUC1', 'NCI-SNU-C1']	SNUC1_LARGE_INTESTINE	910905	C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000722
SNU-C4	CVCL_5111	['SNUC4', 'SNUC4', 'NCI-SNU-C4', 'C4']	SNUC4_LARGE_INTESTINE		C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000959
SW1116	CVCL_0544	['SW-1116', 'SW1116']	SW1116_LARGE_INTESTINE	909746	C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000489
SW1417	CVCL_1717	['SW-1417', 'SW1417']	SW1417_LARGE_INTESTINE	909747	C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000236
SW403	CVCL_0545	['SW-403', 'SW403']	SW403_LARGE_INTESTINE	910908	C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000820
SW48	CVCL_1724	['SW-48', 'SW48']	SW48_LARGE_INTESTINE	909751	C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000958
SW480	CVCL_0546	['SW-480', 'SW480', 'SW480E']	SW480_LARGE_INTESTINE		C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000842
SW620	CVCL_0547	['SW-620', 'SW620', 'SW.620']	SW620_LARGE_INTESTINE	905962	C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000651
SW626	CVCL_1725	['SW-626', 'SW626']	SW626_OVARY	909753	C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001399
SW948	CVCL_0632	['SW-948', 'SW948']	SW948_LARGE_INTESTINE	909757	C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000680
T84	CVCL_0555	['T-84', 'T84']	T84_LARGE_INTESTINE	909761	C4349	colon adenocarcinoma	DOID:234	[u'DOID:234', u'DOID:1520', u'DOID:219', u'DOID:5672', u'DOID:10155', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000381
Caov-3	CVCL_0201	['CaOv-3', 'CaOV-3', 'CAOV-3', 'CAOV3', 'CaOV3', 'CaOv3', 'Caov3', 'CA-OV-3']	CAOV3_OVARY	906825	C105555	ovarian cancer	DOID:2394	[DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000713
Caov-4	CVCL_0202	['CaOv-4', 'CaOV-4', 'CAOV-4', 'CAOV4', 'Caov4']	CAOV4_OVARY	949090	C105555	ovarian cancer	DOID:2394	[DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000103
FU-OV-1	CVCL_2047	['FUOV1']	FUOV1_OVARY	1240129	C105555	ovarian cancer	DOID:2394	[DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000574
JHOS-2	CVCL_4647	['JHOS2']	JHOS2_OVARY	1479995	C105555	ovarian cancer	DOID:2394	[DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000132
JHOS-4	CVCL_4649	['JHOS4']	JHOS4_OVARY	1480359	C105555	ovarian cancer	DOID:2394	[DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000584
Kuramochi	CVCL_1345	['KURAMOCHI']	KURAMOCHI_OVARY	909975	C105555	ovarian cancer	DOID:2394	[DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000524
OAW28	CVCL_1614	['OAW-28', 'OAW28']	OAW28_OVARY	946360	C105555	ovarian cancer	DOID:2394	[DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000116
OVCAR-3	CVCL_0465	['Ovcar-3', 'NIH:OVCAR-3', 'NIH:Ovcar-3', 'NIH:OVCAR3', 'NIH-OVCAR-3', 'NIHOVCAR3', 'OVCAR.3', 'OVCAR3', 'Ovcar3']	NIHOVCAR3_OVARY	905933	C105555	ovarian cancer	DOID:2394	[DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000001
OVCAR-4	CVCL_1627	['NIH:OVCAR-4', 'NIH:OVCAR4', 'OVCAR.4', 'OVCAR4', 'Ovcar4']	OVCAR4_OVARY	905990	C105555	ovarian cancer	DOID:2394	[DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000617
OVCAR-8	CVCL_1629	['NIH:OVCAR-8', 'OVCAR8', 'Ovcar8', 'OVCAR.8', 'OVCA8']	OVCAR8_OVARY	905991	C105555	ovarian cancer	DOID:2394	[DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000696
OVKATE	CVCL_3110	['']	OVKATE_OVARY	1240199	C105555	ovarian cancer	DOID:2394	[DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000443
TYK-nu	CVCL_1776	['TYK-NU', 'TYKnu', 'TYKNU']	TYKNU_OVARY	909774	C105555	ovarian cancer	DOID:2394	[DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000430
BONNA-12	CVCL_1090	['Bonna-12']	BONNA12_HAEMATOPOIETIC_AND_LYMPHOID	906695	C7402	hairy cell leukemia	DOID:285	[u'DOID:285', u'DOID:1040', u'DOID:1037', u'DOID:1240', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001452
HC-1	CVCL_1243	['HC1']	HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	907044	C7402	hairy cell leukemia	DOID:285	[u'DOID:285', u'DOID:1040', u'DOID:1037', u'DOID:1240', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002242
MLMA	CVCL_1419	['']	MLMA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	908142	C7402	hairy cell leukemia	DOID:285	[u'DOID:285', u'DOID:1040', u'DOID:1037', u'DOID:1240', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002274
Mo	CVCL_1439	['MO', 'Mo-T', 'MoT', 'MoT']	MOT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	908149	C7402	hairy cell leukemia	DOID:285	[u'DOID:285', u'DOID:1040', u'DOID:1037', u'DOID:1240', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002339
HEC-6	CVCL_2931	['HEC6']	HEC6_ENDOMETRIUM		C6290	endometrial adenocarcinoma	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000984
AN3-CA	CVCL_0028	['AN3CA', 'AN3Ca', 'AN3CA', 'AN-3', 'AN3']	AN3CA_ENDOMETRIUM	910781	C7359	endometrial adenocarcinoma	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000940
COLO 684	CVCL_1132	['COLO-684', 'COLO684', 'Colo684']	COLO684_ENDOMETRIUM	910691	C7359	endometrial adenocarcinoma	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000864
HEC-1	CVCL_1274	['HEC1', 'HumanEndometrialCancer-1', 'HEC-B-296']	HEC1_ENDOMETRIUM	907051	C7359	endometrial adenocarcinoma	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001517
HEC-1-A	CVCL_0293	['Hec-1-A', 'HEC-1A', 'HEC1-A', 'HEC1A', 'Hec1A']	HEC1A_ENDOMETRIUM		C7359	endometrial adenocarcinoma	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000954
HEC-1-B	CVCL_0294	['Hec-1-B', 'HEC-1B', 'HEC1-B', 'HEC1B', 'Hec1B']	HEC1B_ENDOMETRIUM		C7359	endometrial adenocarcinoma	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000941
HEC-108	CVCL_2923	['HEC108']	HEC108_ENDOMETRIUM		C7359	endometrial adenocarcinoma	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000990
HEC-151	CVCL_2925	['HEC151']	HEC151_ENDOMETRIUM		C7359	endometrial adenocarcinoma	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000972
HEC-265	CVCL_2928	['HEC265']	HEC265_ENDOMETRIUM		C7359	endometrial adenocarcinoma	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000946
HEC-50B	CVCL_2929	['HEC50B', 'HEC-50cloneB', 'HEC-50', 'HEC50', 'Hec50']	HEC50B_ENDOMETRIUM		C7359	endometrial adenocarcinoma	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000831
HEC-59	CVCL_2930	['HEC59', 'Hec59']	HEC59_ENDOMETRIUM		C7359	endometrial adenocarcinoma	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000994
Ishikawa (Heraklio) 02 ER-	CVCL_6543	['Ishikawa(Heraklio)02ER-', 'ER-02ISH']	ISHIKAWAHERAKLIO02ER_ENDOMETRIUM		C7359	endometrial adenocarcinoma	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000961
JHUEM-1	CVCL_4655	['JHUEM1']	JHUEM1_ENDOMETRIUM		C7359	endometrial adenocarcinoma	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000928
JHUEM-2	CVCL_4656	['JHUEM2']	JHUEM2_ENDOMETRIUM		C7359	endometrial adenocarcinoma	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000909
JHUEM-3	CVCL_4657	['JHUEM3']	JHUEM3_ENDOMETRIUM		C7359	endometrial adenocarcinoma	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000173
JHUEM-7	CVCL_4658	['JHUEM7']	JHUEM7_ENDOMETRIUM		C7359	endometrial adenocarcinoma	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000993
KLE	CVCL_1329	['']	KLE_ENDOMETRIUM	924187	C7359	endometrial adenocarcinoma	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000293
MFE-280	CVCL_1405	['MFE280', 'MFE280']	MFE280_ENDOMETRIUM	908129	C7359	endometrial adenocarcinoma	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000192
MFE-296	CVCL_1406	['MFE296', 'MFE296']	MFE296_ENDOMETRIUM	908130	C7359	endometrial adenocarcinoma	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000879
SNG-M	CVCL_1707	['SNGM']	SNGM_ENDOMETRIUM	909735	C7359	endometrial adenocarcinoma	DOID:2870	[u'DOID:2870', u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000974
EFE-184	CVCL_1191	['EFE184']	EFE184_ENDOMETRIUM		C7558	endometrial carcinoma	DOID:2871	[u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000435
EN	CVCL_2034	['']	EN_ENDOMETRIUM	1240127	C7558	endometrial carcinoma	DOID:2871	[u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000978
HEC-251	CVCL_2927	['HEC251']	HEC251_ENDOMETRIUM		C7558	endometrial carcinoma	DOID:2871	[u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000996
TEN	CVCL_E063	['']	TEN_ENDOMETRIUM		C7558	endometrial carcinoma	DOID:2871	[u'DOID:2871', u'DOID:1380', u'DOID:363', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000397
DoTc2 4510	CVCL_1181	['DoTc2-4510', 'DOTC2-4510', 'DoTc2']	DOTC24510_CERVIX	906843	C9039	cervix carcinoma	DOID:2893	[u'DOID:2893', u'DOID:4362', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001341
HT-3	CVCL_1293	['HT3']	HT3_CERVIX	907068	C9039	cervix carcinoma	DOID:2893	[u'DOID:2893', u'DOID:4362', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001525
BT-20	CVCL_0178	['BT20', 'BT20']	BT20_BREAST	906801	C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000536
BT-474	CVCL_0179	['Bt-474', 'BT474']	BT474_BREAST	946359	C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000927
BT-483	CVCL_2319	['BT483']	BT483_BREAST	949093	C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000818
BT-549	CVCL_1092	['BT549', 'BT.549', 'BT549']	BT549_BREAST	905951	C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000288
Hs 578T	CVCL_0332	['HS578T', 'Hs-578T', 'HS-578T', 'Hs_578t', 'Hs-578-T', 'HS-578-T', 'Hs578.T', 'HS578T', 'Hs578T', 'Hs578t', 'HS0578T', '578T', 'HS578', 'Hs578','HS578BST', 'HomosapiensNo.578,tumorcells']	HS578T_BREAST	905957	C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000148
KPL-1	CVCL_2094	['KPL1']	KPL1_BREAST		C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000028
MCF-7	CVCL_0031	['MCF7', 'MCF.7', 'MCF7', 'MichiganCancerFoundation-7', 'ssMCF-7', 'ssMCF7', 'MCF7/WT', 'IBMF-7', 'MCF7-CTRL']	MCF7_BREAST	905946	C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000019
MDA-MB-175-VII	CVCL_1400	['MDAMB175VII', 'MDA-MB-175VII', 'MDAMB175VII', 'MDA-MB-175', 'MDAMB175', 'MDA-175', 'MDA175']	MDAMB175VII_BREAST	908120	C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000759
MDA-MB-436	CVCL_0623	['MDAMB436', 'MDA-Mb-436', 'MDA-MB436', 'MDAMB436', 'MDA-436', 'MDA436']	MDAMB436_BREAST	1240172	C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000573
T-47D	CVCL_0553	['T-47-D', 'T47-D', 'T47D:A', 'T47D']	T47D_BREAST	905945	C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000147
UACC-812	CVCL_1781	['UACC812', 'UACC812', 'UniversityofArizonaCellCulture-812']	UACC812_BREAST	910910	C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000568
UACC-893	CVCL_1782	['UACC893', 'UACC893', 'UniversityofArizonaCellCulture-893']	UACC893_BREAST	909778	C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000554
YMB-1	CVCL_2814	['YMB1']	YMB1_BREAST		C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001249
YMB-1-E	CVCL_2815	['YMB1-E']	YMB1E_BREAST	1303911	C4194	invasive ductal carcinoma	DOID:3008	[u'DOID:3008', u'DOID:3007', u'DOID:3459', u'DOID:1612', u'DOID:5093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002208
