	cell_line_name	accession_id	synonym_names	ccle_cell_line_name	gdsc_id	nci_taxonomy_id	lineage_name	doid	doid_heiarchy	broad_id	broad_id_alt
522	OVK18	CVCL_3770	['OVK-18', 'OVK#18']	OVK18_OVARY	1480371	C7979	endometrioid ovary carcinoma	DOID:5828	[u'DOID:5828', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000947	
523	TOV-112D	CVCL_3612	['TOV-112d', 'TOV112D', 'TOV-112', 'TOV112']	TOV112D_OVARY	1299070	C7979	endometrioid ovary carcinoma	DOID:5828	[u'DOID:5828', u'DOID:3713', u'DOID:4001', u'DOID:2151', u'DOID:2152', u'DOID:2394', u'DOID:120', u'DOID:193', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000048	
524	VA-ES-BJ	CVCL_1785	['VAESBJ']	VAESBJ_SOFT_TISSUE	688121	C3714	epithelioid sarcoma	DOID:6193	[u'DOID:6193', u'DOID:3350', u'DOID:0050687', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001702	
525	EB1	CVCL_2027	['EB-1', 'Epstein-Barr-1']	EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C27694	epstein-barr virus-related burkitt lymphoma	DOID:8584	[DOID:8584, DOID:706, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000877	
526	EB3 [Human Burkitt lymphoma]	CVCL_1185	['EB-3', 'Epstein-Barr-3', 'GM04679']	EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	906847	C27694	epstein-barr virus-related burkitt lymphoma	DOID:8584	[DOID:8584, DOID:706, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002236	
527	Jiyoye	CVCL_1317	['JIYOYE', 'Jijoye', 'JIJOYE', 'P-2003', 'P3(Jiyoye)', 'P3-Jiyoye', 'P-3J', 'P3J', 'Jiyoye(P-2003)', 'Jiyoye(P-2003)', 'JiyoyeP-2003', 'OB2', 'GM04678']	JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	907268	C27694	epstein-barr virus-related burkitt lymphoma	DOID:8584	[DOID:8584, DOID:706, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002252	
528	P3HR-1	CVCL_2676	['P3HR1', 'P3HR1', 'P3HRI', 'P3HR1-BL', 'P3JHR-1', 'P3J-HR-1', 'P3JHR-1', 'P3JHR1', 'P3JHR1-K', 'P3J.HR1K', 'HR-1', 'HR1K']	P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C27694	epstein-barr virus-related burkitt lymphoma	DOID:8584	[DOID:8584, DOID:706, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000707	
529	HEL 92.1.7	CVCL_2481	['HEL92.1.7', 'HEL-92.1.7', 'HEL-92-1-7', 'HEL-92_1_7', 'HEL-92', 'HEL9217']	HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C7152	erythroleukemia	DOID:707	[DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000005	
530	KMOE-2	CVCL_1332	['Kmoe2']	KMOE2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	907280	C7152	erythroleukemia	DOID:707	[DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002258	
531	TF-1	CVCL_0559	['TF1', 'MFD-1']	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C7152	erythroleukemia	DOID:707	[DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000387	
532	A-673	CVCL_0080	['A673', 'RMS1598', 'RMS1598']	A673_BONE	684052	C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000052	
533	CADO-ES1	CVCL_1103	['CADO-ES-1', 'CADOES1', 'CADOES1', 'CADO-ES', 'Cado-ES', 'ESCADO1', 'CenterforAdultDiseasesOsaka-EwingSarcoma1']	CADOES1_BONE	753539	C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000210	
534	ES1	CVCL_1198	['ES-1']	ES1_BONE	949158	C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002103	
535	ES3	CVCL_1199	['ES-3']	ES3_BONE	684055	C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002104	
536	ES4	CVCL_1200	['ES-4']	ES4_BONE	949156	C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002105	
537	ES5	CVCL_1201	['']	ES5_BONE	684057	C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002106	
538	ES6	CVCL_1202	['ES-6']	ES6_BONE	949157	C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002107	
539	ES7	CVCL_1203	['ES-7']	ES7_BONE	684059	C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002108	
540	ES8	CVCL_1204	['ES-8']	ES8_BONE	949155	C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002109	
541	EW-1	CVCL_1208	['EW1', 'IARC-EW1', 'IARC-EW-1', 'IARC-EW1']	EW1_BONE	949163	C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002110	
542	EW-11	CVCL_1209	['EW11', 'IARC-EW11', 'IARC-EW-11', 'IARC-EW11']	EW11_BONE	684062	C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002111	
543	EW-12	CVCL_1210	['EW12', 'IARC-EW12', 'IARC-EW-12', 'IARC-EW12']	EW12_BONE	949162	C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002112	
544	EW-13	CVCL_1211	['EW13', 'IARC-EW13', 'IARC-EW-13', 'IARC-EW13']	EW13_BONE	949166	C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002113	
545	EW-16	CVCL_1212	['EW16', 'IARC-EW16', 'IARC-EW-16', 'IARC-EW16']	EW16_BONE	949165	C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002114	
546	EW-18	CVCL_1213	['EW18', 'IARC-EW-18']	EW18_BONE	949164	C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002115	
547	EW-22	CVCL_1214	['EW22', 'IARC-EW-22']	EW22_BONE	949167	C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002116	
548	EW-24	CVCL_1215	['EW24', 'IARC-EW-24']	EW24_BONE	949168	C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002117	
549	EW-3	CVCL_1216	['EW3', 'IARC-EW3', 'IARC-EW-3', 'IARC-EW3']	EW3_BONE	949161	C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002118	
550	EW-7	CVCL_1217	['EW7', 'IARC-EW7', 'IARC-EW-7', 'IARC-EW7']	EW7_BONE	949160	C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002119	
551	EW-8	CVCL_V618	['EW8']	EW8_BONE		C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000499	
552	EWS-502	CVCL_S740	['EWS/502', 'EWS502']	EWS502_BONE		C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000279	
553	Hs 822.T	CVCL_0933	['']	HS822T_BONE		C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000229	
554	Hs 863.T	CVCL_0959	['']	HS863T_BONE		C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000119	
555	MHH-ES-1	CVCL_1411	['MHH-ES1']	MHHES1_BONE	908134	C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000391	
556	RD-ES	CVCL_2169	['RDES', 'RDES-1']	RDES_BONE		C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000041	
557	Rh1	CVCL_1658	['RH1', 'RH-1', 'Rh-1', 'SJRH-1', 'SJRH1']	RH1_BONE	971773	C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002194	
558	SK-ES-1	CVCL_0627	['Sk-Es-1', 'Sk-ES-1', 'SK-ES1', 'SKES-1', 'SKES1', 'SK-ES']	SKES1_BONE	684072	C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000087	
559	SK-NEP-1	CVCL_0631	['SKNEP-1', 'SKNEP1', 'SKNEP']	SKNEP1_BONE	909730	C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001192	
560	TC-71	CVCL_2213	['TC71', 'GM11654']	TC71_BONE	1240221	C4817	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000424	
561	SK-N-MC	CVCL_0530	['SKNMC', 'SK-NM-C', 'SK-NMC']	SKNMC_BONE		C7542	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000039	
562	SK-N-MC-IXC	CVCL_1398	['MC-IXC', 'MCIXC']	MCIXC_BONE	908118	C7542	ewing sarcoma	DOID:3369	[u'DOID:3369', u'DOID:184', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002160	
563	TASK1	CVCL_3177	['']	TASK1_CENTRAL_NERVOUS_SYSTEM	1299067	C7542	Ewing sarcoma	DOID:3369	[u'DOID:3369', 'DOID:184', 'DOID:201', 'DOID:0060100', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001670	
564	CBAGPN	CVCL_75986	['B-AGP']	CBAGPN_BONE			Ewing sarcoma	DOID:3369	[u'DOID:3369', 'DOID:184', 'DOID:201', 'DOID:0060100', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001022	
565	CHLA258	CVCL_83713	['HLA25']	CHLA258_BONE			Ewing sarcoma	DOID:3369	[u'DOID:3369', 'DOID:184', 'DOID:201', 'DOID:0060100', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001282	
566	CHLA218	CVCL_54284	['a']	CHLA218_BONE			Ewing sarcoma	DOID:3369	[u'DOID:3369', 'DOID:184', 'DOID:201', 'DOID:0060100', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001030	
567	COGE352	CVCL_55642	['OG-E-35']	COGE352_BONE			Ewing sarcoma	DOID:3369	[u'DOID:3369', 'DOID:184', 'DOID:201', 'DOID:0060100', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001038	
568	CHLA10	CVCL_54859	['HLA-1']	CHLA10_BONE			Ewing sarcoma	DOID:3369	[u'DOID:3369', 'DOID:184', 'DOID:201', 'DOID:0060100', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001029	
569	TC138	CVCL_40321	['a']	TC138_BONE			Ewing sarcoma	DOID:3369	[u'DOID:3369', 'DOID:184', 'DOID:201', 'DOID:0060100', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001430	
570	TC205	CVCL_39645	['a']	TC205_BONE			Ewing sarcoma	DOID:3369	[u'DOID:3369', 'DOID:184', 'DOID:201', 'DOID:0060100', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001431	
571	CHLA99	CVCL_32497	['a']	CHLA99_BONE			Ewing sarcoma	DOID:3369	[u'DOID:3369', 'DOID:184', 'DOID:201', 'DOID:0060100', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001035	
572	TC106	CVCL_91271	['C-10']	TC106_BONE			Ewing sarcoma	DOID:3369	[u'DOID:3369', 'DOID:184', 'DOID:201', 'DOID:0060100', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001283	
573	CHLA9	CVCL_11456	['HLA-']	CHLA9_BONE			Ewing sarcoma	DOID:3369	[u'DOID:3369', 'DOID:184', 'DOID:201', 'DOID:0060100', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001034	
574	CHLA57	CVCL_36359	['HLA-5']	CHLA57_BONE			Ewing sarcoma	DOID:3369	[u'DOID:3369', 'DOID:184', 'DOID:201', 'DOID:0060100', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001033	
575	CHLA32	CVCL_84726	['HLA-3']	CHLA32_BONE			Ewing sarcoma	DOID:3369	[u'DOID:3369', 'DOID:184', 'DOID:201', 'DOID:0060100', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001032	
576	Hs 633.T	CVCL_0832	['Hs633T', 'HS633T', 'HS-633T', 'Hs633T', 'MBA/8387', 'MB8387', '8387', 'Line8387', 'HS8387']	HS633T_SOFT_TISSUE	1240149	C3043	fibrosarcoma	DOID:3355	[u'DOID:3355', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002246	
577	HT-1080	CVCL_0317	['Ht-1080', 'HT1080', 'HT1080', 'HT1080.T']	HT1080_SOFT_TISSUE	907064	C3043	fibrosarcoma	DOID:3355	[u'DOID:3355', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000054	
578	SW684	CVCL_1726	['SW-684', 'SW684']	SW684_SOFT_TISSUE	909754	C3043	fibrosarcoma	DOID:3355	[u'DOID:3355', u'DOID:201', u'DOID:0060100', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002309	
579	HO-1-u-1	CVCL_2784	['HO-1-U-1', 'Ho-1-u-1', 'HO1-U-1', 'HO1-U1', 'HO1U1', 'HO1u1', 'Ho1u1', 'Ueda-1']	HO1U1_UPPER_AERODIGESTIVE_TRACT	753561	C4041	floor of mouth squamous cell carcinoma	DOID:0050866	[DOID:0050866, DOID:8618, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002045	
580	Sc-1	CVCL_1888	['SC-1', 'SC1', 'Scott', 'Sci-1', 'SCI-1', 'SCI1']	SC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1331030	C3209	follicular lymphoma	DOID:0050873	[DOID:0050873, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002392	[‘ACH-002303’]
581	WSU-NHL	CVCL_1793	['WSU-NHL-1', 'WSUNHL']	WSUNHL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	909785	C3209	follicular lymphoma	DOID:0050873	[DOID:0050873, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001709	
582	FTC-133	CVCL_1219	['FTC133']	FTC133_THYROID	906864	C8054	follicular thyroid carcinoma	DOID:3962	[u'DOID:3962', u'DOID:3963', u'DOID:1781', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000903	
583	FTC-238	CVCL_2447	['FTC238']	FTC238_THYROID		C8054	follicular thyroid carcinoma	DOID:3962	[u'DOID:3962', u'DOID:3963', u'DOID:1781', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000897	
584	K5	CVCL_1322	['']	K5_THYROID	924238	C8054	follicular thyroid carcinoma	DOID:3962	[u'DOID:3962', u'DOID:3963', u'DOID:1781', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002148	
585	ML-1 [Human thyroid carcinoma]	CVCL_H525	['ML1']	ML1_THYROID	1240178	C8054	follicular thyroid carcinoma	DOID:3962	[u'DOID:3962', u'DOID:3963', u'DOID:1781', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000058	
586	TT2609-C02	CVCL_2218	['TT2609-CO2']	TT2609C02_THYROID	1240223	C8054	follicular thyroid carcinoma	DOID:3962	[u'DOID:3962', u'DOID:3963', u'DOID:1781', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000716	
587	WRO	CVCL_0582	['WRO82-1', 'WRO82-1', 'WRO-82', 'WRO82', 'UCLARO82-W-1', 'UCLARO-82W-1', 'UCLARO82W1', 'RO82W-1', 'RO82-W-1', 'RO82W-1', 'RO82']	RO82W1_THYROID	930083	C8054	follicular thyroid carcinoma	DOID:3962	[u'DOID:3962', u'DOID:3963', u'DOID:1781', u'DOID:170', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001384	
588	SNU-308	CVCL_5048	['SNU308', 'NCI-SNU-308']	SNU308_BILIARY_TRACT		C3844	gallbladder carcinoma	DOID:4948	[u'DOID:4948', u'DOID:3121', u'DOID:4607', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000141	
589	TGBC24TKB	CVCL_1770	['TGBC-24-TKB']	TGBC24TKB_BILIARY_TRACT	910695	C3844	gallbladder carcinoma	DOID:4948	[u'DOID:4948', u'DOID:3121', u'DOID:4607', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002312	
590	23132/87	CVCL_1046	['23132-87', '2313287', 'St23132', 'St23132']	2313287_STOMACH	910924	C4004	gastric adenocarcinoma	DOID:3717	[u'DOID:3717', u'DOID:5517', u'DOID:10534', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000948	
591	AGS	CVCL_0139	['']	AGS_STOMACH	906790	C4004	gastric adenocarcinoma	DOID:3717	[u'DOID:3717', u'DOID:5517', u'DOID:10534', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000880	
592	Fu97	CVCL_2908	['FU97', 'FU-97']	FU97_STOMACH	1290806	C4004	gastric adenocarcinoma	DOID:3717	[u'DOID:3717', u'DOID:5517', u'DOID:10534', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000633	
593	GCIY	CVCL_1228	['']	GCIY_STOMACH	906869	C4004	gastric adenocarcinoma	DOID:3717	[u'DOID:3717', u'DOID:5517', u'DOID:10534', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000047	
594	Hs 746.T	CVCL_0333	['Hs746T', 'HS746T', 'Hs-746T', 'HS-746T', 'Hs746T', 'HS746T', 'Hs746-T', '746T']	HS746T_STOMACH	1240151	C4004	gastric adenocarcinoma	DOID:3717	[u'DOID:3717', u'DOID:5517', u'DOID:10534', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000616	
595	IM95	CVCL_2961	['Im95', 'IM-95']	IM95_STOMACH	1240155	C4004	gastric adenocarcinoma	DOID:3717	[u'DOID:3717', u'DOID:5517', u'DOID:10534', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000919	
596	KE-39	CVCL_3385	['KE39']	KE39_STOMACH		C4004	gastric adenocarcinoma	DOID:3717	[u'DOID:3717', u'DOID:5517', u'DOID:10534', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000507	
597	MKN45	CVCL_0434	['MKN-45', 'MKN45']	MKN45_STOMACH	925340	C4004	gastric adenocarcinoma	DOID:3717	[u'DOID:3717', u'DOID:5517', u'DOID:10534', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000356	
598	NUGC-2	CVCL_1611	['NUGC2', 'NU-GC-2']	NUGC2_STOMACH		C4004	gastric adenocarcinoma	DOID:3717	[u'DOID:3717', u'DOID:5517', u'DOID:10534', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000761	
599	NUGC-3	CVCL_1612	['NUGC3', 'NU-GC-3']	NUGC3_STOMACH	908455	C4004	gastric adenocarcinoma	DOID:3717	[u'DOID:3717', u'DOID:5517', u'DOID:10534', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000911	
600	RERF-GC-1B	CVCL_3152	['RERFGC1B', 'RerfGC1B', 'RadiationEffectsResearchFoundation-GastricCancer-1B']	RERFGC1B_STOMACH	1240209	C4004	gastric adenocarcinoma	DOID:3717	[u'DOID:3717', u'DOID:5517', u'DOID:10534', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000144	
601	SNU-520	CVCL_5072	['SNU520', 'NCI-SNU-520']	SNU520_STOMACH		C4004	gastric adenocarcinoma	DOID:3717	[u'DOID:3717', u'DOID:5517', u'DOID:10534', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000908	
602	SNU-620	CVCL_5079	['SNU620', 'NCI-SNU-620']	SNU620_STOMACH		C4004	gastric adenocarcinoma	DOID:3717	[u'DOID:3717', u'DOID:5517', u'DOID:10534', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000325	
603	TMK-1	CVCL_4384	['TMK1']	TMK1_STOMACH	1299069	C4004	gastric adenocarcinoma	DOID:3717	[u'DOID:3717', u'DOID:5517', u'DOID:10534', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002202	
604	BGC823	CVCL_15004	['a']	BGC823_STOMACH			gastric adenocarcinoma	DOID:3717	[u'DOID:3717', 'DOID:5517', 'DOID:10534', 'DOID:3119', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001017	
605	MKN1	CVCL_1415	['MKN-1']	MKN1_STOMACH	908138	C5474	gastric adenosquamous carcinoma	DOID:5635	[u'DOID:5635', u'DOID:5517', u'DOID:10534', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000351	
606	SCH	CVCL_1687	['']	SCH_STOMACH	909711	C95749	gastric choriocarcinoma	DOID:3594	[DOID:3594, DOID:2021, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002198	
607	SK-GT-2	CVCL_2194	['SKGT2']	SKGT2_STOMACH	1503364	C8398	gastric fundus carcinoma	DOID:6700	[u'DOID:6700', u'DOID:5517', u'DOID:10534', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001653	
608	HSC-39	CVCL_A385	['HSC39']	HSC39_STOMACH	1322224	C5250	gastric signet ring cell adenocarcinoma	DOID:8025	[u'DOID:8025', u'DOID:6217', u'DOID:3717', u'DOID:5517', u'DOID:10534', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002141	
609	NUGC-4	CVCL_3082	['NUGC4', 'NU-GC-4']	NUGC4_STOMACH	1298357	C5250	gastric signet ring cell adenocarcinoma	DOID:8025	[u'DOID:8025', u'DOID:6217', u'DOID:3717', u'DOID:5517', u'DOID:10534', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000674	
610	OCUM-1	CVCL_3084	['OCUM1']	OCUM1_STOMACH	1298358	C5250	gastric signet ring cell adenocarcinoma	DOID:8025	[u'DOID:8025', u'DOID:6217', u'DOID:3717', u'DOID:5517', u'DOID:10534', u'DOID:3119', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000247	
